No,Name,UEN,Short Intro,Date incorporated,Sector,Funding Stage,Employee range,Tags,Description,Address,Website,Emails,Phone,Team,Funding Stage,Total Funding,Funding Rounds,Rounding Raised
2089,SG Hydraulics And Automation,UEN 201424504R,Marine and Offshore equipment provider,21 August 2014,Marine & Offshore,Pre-seed,—,Marine & Offshore,"SG Hydraulics And Automation provides offshore and marine equipment.Their offshore Our service cover Crane & Winch Customize Electro-Hydraulic System Design, troubleshooting and repair, Control System upgrading, Supply Crane & Winch Spare Parts, Offshore Equipment Sale & Service and Technical Advise. Their marine service cover Crane & Winch troubleshooting and repair, Annual Inspection, Control System upgrading, Refurbishing, Supply Crane & Winch Spare Parts, Trading and Technical Advise.  ","47 GUL DRIVE, #-, Singapore 629494",http://www.sghydraulics.com,sales@sghydraulics.com,+65 68611429, ,Pre-seed,—,—, 
2090,SG iMed,UEN 201422905M,—,6 August 2014,"Medtech, Infotech",Pre-seed,11 - 50 employees,Medtech, ,"TEXTILE CENTRE 200 JALAN SULTAN, #01-12, Singapore 199018",http://sgimed.com/,sales@sgimed.com,+65 83666652, ,Pre-seed,—,—, 
2091,SG INNOVATIONAL TECHNOLOGY PTE. LTD.,UEN 201410588W,—,11 April 2014,—,Pre-seed,—,, ,"CT HUB 2 KALLANG AVENUE, #04-13, Singapore 339407",https://www.sginnovate.com/, , ,"Vishram Mishra,Co-founder;Dr Hossein Nejati,Co-founder",Pre-seed,—,—, 
2092,SG Interactive,UEN 201118093D,Application development & mobility solutions,29 July 2011,Infotech,Pre-seed,11 - 50 employees,Application Development,"SG Interactive was incorporated In 2011, with its team comprising technology professionals who is competent in web solutions along with mobility solutions. The company focused on building and implementing great ideas that shape up into brilliant web and mobile solutions that open up new avenues, revenue streams, increase productivity and encourages innovation for small and large enterprises alike.SG Interactive provides solutions for South East Asian markets with a base in Singapore. Their solution range from marketplaces to enterprise mobility. The company attained a recognition of being top mobility solution experts in Singapore over a period of 4 years. Their testimonials shows that they have been able to help enterprises to assess their current processes and consult them to optimize and deploy mobile apps.","UBI TECHPARK 10 UBI CRESCENT, #07-17, Singapore 408564",https://www.sginteractive.com.sg/,enquiry@sginteractive.com.sg,+65 97364441, ,Pre-seed,—,—, 
2093,SG MOBILE APPS,UEN 201309846N,—,12 April 2013,—,Pre-seed,—,, ,"24 NEW UPPER CHANGI ROAD, #11-612, Singapore 461024", , , , ,Pre-seed,—,—, 
2094,SG NEXTBUS,UEN 201302629W,Application Developer,25 January 2013,Transport,Pre-seed,—,, ,"THE ADELPHI 1 COLEMAN STREET, #10-06, Singapore 179803",http://nextbus.sg,support@nextbus.sg, ,"Hon Cheng Muh,Founder",Pre-seed,—,—, 
2095,SG SKY TECH,UEN 53322551E,—,15 November 2015,—,Pre-seed,—,, ,"HILLVIEW REGENCY 26 BUKIT BATOK EAST AVENUE 2, #06-05, Singapore 659920", , , , ,Pre-seed,—,—, 
2096,SG WORKFLOWWW PTE. LTD.,UEN 201329778R,Cloud computing services provider,4 November 2013,Infotech,Pre-seed,—,,myWorkflowww is an integrated cloud computing services provider,"SULTAN-LINK 57 MOHAMED SULTAN ROAD, #01-05, Singapore 238997", , ,+65 6887 4048, ,Pre-seed,—,—, 
2097,SGDATAHUB,UEN 201329311E,"CRM, POS and online solution provider",30 October 2013,Infotech,Pre-seed,—,,"Singapore Data Hub Pte Ltd provides website & email hosting and provide custom software solutions to Singapore SME to help their daily business. Their custom solutions include Customer Relationship Management System (CRM), Point of Sales System (POS) and Mobile Apps Development. ","ENTERPRISE ONE 1 KAKI BUKIT ROAD 1, #02-44, Singapore 415934",https://www.sgdatahub.com/,sales@sgdatahub.com;support@sgdatahub.com,+65 66677093, ,Pre-seed,—,—, 
2098,SGLAB PTE. LTD.,UEN 201508995M,Wide area wireless communication technology and IoT,5 April 2015,"Infotech, Infocomm Tech",Pre-seed,1 - 10 employees,Communication Systems,"SGLAB aims to transform businesses which are under-served by commercial wireless communication providers through the adoption of wide area low power wireless technology and Internet of Things. Founded in 2015, hopes to bring the benefits of Internet of Things to remote regions and underground infrastructure where commercial wireless services simply cannot provide ubiquitous and seamless coverage. SGLAB's solutions in the form of SGMesh and SGSence are designed to solve the problems of the lack of coverage in remote regions and an Internet of Things platform respectively. SGMesh represents a wide coverage, low power, low cost private secured wireless network that supports the implementation of Internet of Things in areas under-served by commercial wireless communication providers. SGSence builds upon the specially designed SGMesh and it provides measurements of various environmental parameters such as air temperature, humidity, rainfall and soil parameters which allows analysis to be carried out after curation of these data. SGLAB is committed to bringing the Internet of Things and its many benefits to disadvantaged regions and strives to continuously provide low-cost solutions to these underserved areas.","73 AYER RAJAH CRESCENT, #01-25, Singapore 139952",http://www.sglab.sg,sales@sglab.sg,+65 65 98783094, ,Pre-seed,—,—, 
2099,SGOEM PTE. LTD.,UEN 201511103D,—,24 April 2015,—,Pre-seed,—,, ,"WEST CONNECT BUILDING 10 BUROH STREET, #07-29, Singapore 627564", , , , ,Pre-seed,—,—, 
2100,SHADOW SUPPLIES,UEN 53271544J,TV/Movie prop provider,23 August 2014,Entertainment,Pre-seed,—,,"They will rent equipment to businesses or individuals for tv/movie production. They supply props such as Restaurant Equipment, Appliances, Antiques, Collectibles, Farm Equipment, Industrial, Statues/Art, Furniture, and Architectural. They will rent or sell these items.","293 BISHAN STREET 22, #10-89, Singapore 570293",http://www.shadowsupply.com/,sgreen617@verizon.net,+65 8452460707, ,Pre-seed,—,—, 
2101,SHARMA SOLUTIONS PTE. LTD.,UEN 201423635D,—,12 August 2014,—,Pre-seed,—,, ,"GOLDEN WALL CENTRE 89 SHORT STREET, #02-11, Singapore 188216", , , , ,Pre-seed,—,—, 
2102,SHEFATECH SOLUTIONS,UEN 53257771W,—,29 March 2014,Infotech,Pre-seed,—,, ,"HILLVIEW ESTATE 47 ELIZABETH DRIVE, #-, Singapore 669735", , , , ,Pre-seed,—,—, 
2103,SHEJERO VISIONTECH,UEN 201225751E,Logistic and Manufacturing Solution Provider,18 October 2012,Supply Chain & Logistics,Pre-seed,—,,"Shejero is a product oriented R&D company. It solves the Product Definition and business activities in Singapore.Shejero has direct distribution line in both Singapore and Malaysia. In mainland China, Shejero has its agency solving logistics and manufacturer relationship.","TANGLIN SHOPPING CENTRE 19 TANGLIN ROAD, #04-14, Singapore 247909",http://shejero.com,services@shejero.com,+65 65059566,"Deagle Wen,Co-founder, Chief Executive Officer (CEO);SJ Chin.,Co-founder",Pre-seed,—,—, 
2104,SHENBRIDGE NETWORK PTE. LTD.,UEN 201329424E,—,31 October 2013,—,Pre-seed,—,, ,"DAISY PARK 58 DAISY AVENUE, #-, Singapore 359534", , , , ,Pre-seed,—,—, 
2105,SHINDAE TECHNOLOGIES PTE. LTD.,UEN 201316218Z,—,15 June 2013,—,Pre-seed,—,, ,"197 RIVERVALE DRIVE, #06-707, Singapore 540197",http://www.shindaetech.sgonline.biz/, , , ,Pre-seed,—,—, 
2106,SHIZENATURE,UEN 201026452C,—,15 December 2010,—,Pre-seed,—,, ,"ECO 277 BEDOK SOUTH AVENUE 3, #13-31, Singapore 465457", , , , ,Pre-seed,—,—, 
2107,Shoffr,UEN 201120246H,Application Development & IT services provider,26 August 2011,"Infotech, Retail",Pre-seed,1 - 10 employees,Infotech,"Shoffr Pte. Ltd. is incorporated in 2011. Shoffr drives footfall to retail stores. The Company enables online to offline customer journeys for brands, retailers, and malls. Shoffr powers the above use cases with a monthly subscription business model. The Company envisions themselves to enable end to end customer journeys; before the store, at the store, and after the store.","BEACH CENTRE 15 BEACH ROAD, #02-, Singapore 189677",https://shoffr.io/,sales@shoffr.io;info@shoffr.io, , ,Pre-seed,—,—, 
2108,SHOPMATIC PTE. LTD.,UEN 201435868N,—,2 December 2014,"Retail, Supply Chain & Logistics",Pre-series A,11 - 50 employees,E-Commerce, ,"SPORE BUSINESS FEDERATION CTR 160 ROBINSON ROAD, #19-04, Singapore 068914",https://goshopmatic.com/in/,shopsupportin@goshopmatic.com,+65 1800 103 5373,"Anurag Avula,Co-founder, Chief Executive Officer (CEO);Yen Ti Lim,Co-founder, Chief Operations Officer (COO);Kris Chen,Co-founder",Pre-series A,USD 7.2M,2,"13 Jun 2017,USD 5.7M,Pre-series A,ACP, SPRING Singapore(2);1 Jan 2016,USD 1.5M,Undisclosed,Undisclosed"
2109,Shopperboard,UEN 201420211G,Online fashion store,10 July 2014,Infotech,Seed,—,E-Commerce,"Shopperboard provides a mobile fashion shopping app, using crawler technology to bring out the trendiest fashion stores into one app. Shoppers can follow all their favourite stores and get immediate notification on new arrivals and browse everything in a visually-optimised user interface.","INTERNATIONAL PLAZA 10 ANSON ROAD, #10-11, Singapore 079903",https://shopperboard.com/, , , ,Seed,—,1,"2 Sep 2014,Undisclosed,Seed,Rebright Partners(1)"
2110,ShopVenture,UEN 201321521R,Social Sharing & SaaS Platform,7 August 2013,Infotech,Pre-seed,1 - 10 employees,,"ShopVenture is a social sharing platform where customers can rate and review their online shopping experiences and discover new stores and products through a customized recommendation engine.For Merchants, ShopVenture is a Software as a Service (SaaS) platform that allows online retailers to request and incentivize customer reviews, build trust in their brand and engage with new, potential customers.","101C TELOK AYER STREET, #04-00, Singapore 068574",https://www.shopventure.com/contact,julie@shopventure.com, ,"Julie Depontbriand,Co-founder, Chief Executive Officer (CEO);Min Yong,Co-founder",Pre-seed,—,—, 
2111,Showbox,UEN 201334237W,Mobile Advertisement Solution,21 December 2013,Adtech,Pre-seed,1 - 10 employees,Adtech,"The company has built a platform where mobile phone users can get cash rewards while discovering apps & games.Currently the platform is being used by 4 million members, with 1000 plus new members signing up every day. In last 12 months, more than 1 million apps & games installations are completed by Showbox members.","INCOME AT RAFFLES 16 COLLYER QUAY, #18-34, Singapore 049318",http://goshowbox.co/,contact@goshowbox.co,+65 68189622,"John Zhou,Founder",Pre-seed,—,—, 
2112,SHUN LEE MEDIA PTE. LTD.,UEN 201418131K,Web development,23 June 2014,Infotech,Pre-seed,—,Web Development,"Launched in 2010, ShunLee Media is a leading Singapore web development company. They are a team of highly motivated, dynamic personnel who constantly challenge themselves to deliver only the best in website development and design. It is the company's belief that the most awesome applications are those that are built with passion.","TRIVEX 8 BURN ROAD, #15-13, Singapore 369977",http://shunleemedia.com/,admin@shunleemedia.com,+65 65097012, ,Pre-seed,—,—, 
2113,SICK Product Center,UEN 201306120M,Intelligent Sensors Manufacturer,8 March 2013,"Precision Engineering, Manufacturing & Engineering",Pre-seed,51 - 100 employees,,"SICK is a leading manufacturer of intelligent sensors and sensor solutions for industrial applications. With almost 7,600 employees and over 50 subsidiaries and equity investments as well as numerous representative offices worldwide. Offering an unique range of products and services creates the perfect basis for controlling processes securely and efficiently, protecting individuals from accidents and preventing damage to the environment. SICK established a Regional Product Center (RPC) in Singapore in 2009 to better support the needs for smart sensor solutions from our customers, particularly in the Asian region.","SINGAPORE LAND TOWER 50 RAFFLES PLACE, #32-01, Singapore 048623",https://www.sick.com,info.pcs@sick.com,+65 67443732, ,Pre-seed,—,—, 
2114,SIDERA PTE. LTD.,UEN 201426646R,IT Consultancy and Solutions Provider,8 September 2014,Enterprise Solutions,Pre-seed,1 - 10 employees,Enterprise Solutions,"Sidera equips companies with practical, relevant and user-friendly IT solutions that ease the financial, operational and manpower stresses off their business. The company's solutions are proven in solving real-world business problems such as profit losses from operations and manpower inefficiency, and limited productivity from manual processes. By analysing business processes, its team of experienced consultants can provide clients the best recommendations for maximized productivity. The company aims to help businesses of different sizes and industries design, develop and adopt enterprise resource planning (ERP) systems easily and effectively.","THE COMMERZE@IRVING 1 IRVING PLACE, #05-06, Singapore 369546",http://sidera.com.sg,marketing@sidera.com.sg,+65 92991913,"Kavin,Founder",Pre-seed,—,—, 
2115,SIGMA DRILLING DS1 PTE. LTD.,UEN 201227772N,—,9 November 2012,Manufacturing & Engineering,Pre-seed,—,, ,"THE HOUSE OF EDEN 4 ROBINSON ROAD, #05-01, Singapore 048543", , , , ,Pre-seed,—,—, 
2116,SIGNALGRYD,UEN 201422022N,—,28 July 2014,Food & Beverage,Pre-seed,1 - 10 employees,, ,"SINGAPORE SHOPPING CENTRE 190 CLEMENCEAU AVENUE, #06-06, Singapore 239924",https://www.signalgryd.com/,contact@signalgryd.com,+65 31591818,"Tim Han,Co-founder;Han Jie,Co-founder",Pre-seed,—,—, 
2117,SIGNATURE MANUFACTURING PTE. LTD.,UEN 201403466G,—,7 February 2014,—,Pre-seed,—,, ,"TECHPLACE II 22 SIN MING LANE, #06-76, Singapore 573969", , ,+65 8009256278,"Sam Walton,Founder",Pre-seed,—,—, 
2118,SIIX-AGT MEDTECH PTE. LTD.,UEN 201508774G,Robotics and Medtech Solution for Healthcare,1 April 2015,"Biotech, Healthcare",Pre-seed,1 - 10 employees,Robotics;Healthcare,"SIIX-AGT MEDTECH is a provider of robotics for healthcare. They specialise in service and surgical robots clinical application, design and development. The company has created a power-assisted technology for hospitals beds, earning them first prize in Singapore's National Healthcare Group's Innovation Supplier Award in 2014.","SIIX BUILDING 8 KIM CHUAN DRIVE, #02-07, Singapore 537083",http://www.siix-agt.com/,ivankhoo@siix-agt.com,+65 65-6996-8129, ,Pre-seed,—,—, 
2119,Silent Eight Pte. Ltd,UEN 201319282M,Financial Application Provider,16 July 2013,Infotech,Seed,11 - 50 employees,,"Using big data analytics, artificial intelligence and cutting edge technology to revolutionise the way companies protect themselves from criminals, terrorists and money launderers. They also help financial institutions manage their compliance and risk obligations and prevent the occurrence of financial crime.","THE CO BUILDING 75 HIGH STREET , #-, Singapore 179435",https://silenteight.com/,sales@silenteight.com;support@silenteight.com,+65 201319282,"Martin Markiewicz,Co-founder, Chief Executive Officer (CEO);Julia Markiewicz,Co-founder;Michael Wilkowski,Chief Technology Officer (CTO)",Seed,USD 19.6K,2,"11 Nov 2014,USD 19.6K,Seed,Joyful Frog Digital Incubator (JFDI.Asia)(1);Undisclosed,Undisclosed,Seed,Crystal Horse Investments, Wavemaker Partners(2)"
2120,SILICON CLOUD INTERNATIONAL PTE. LTD.,UEN 201320407E,—,28 July 2013,"Enterprise Solutions, Infocomm Tech",Seed,1 - 10 employees,Cloud computing,"Silicon Cloud International recognizes the benefits of modern cloud computing technologies for scientific and engineering applications. Understanding that the benefits of cloud-based platforms are ubiquitously recognized Silicon Cloud aims to enable the user to manage the cost and complexity of setting design infrastructure, and facilitate the efficient and scalable use of software tools and computing hardware (pay-per-use), global knowledge sharing and training, and global and collaborative design environment.","71 AYER RAJAH CRESCENT, #03-08, Singapore 139951",http://www.siliconcloudinternational.com/, , , ,Seed,—,2,"3 Apr 2015,Undisclosed,Seed,SPRING Singapore(1);1 Jan 2013,Undisclosed,Seed,Get2Volume(1)"
2121,SILICON STRAITS FOUNDRY PTE. LTD.,UEN 201315441N,Mobile Apps Developer,7 June 2013,Infotech,Pre-seed,101 - 200 employees,,"Silicon Straits Universe connects the dots to build an ecosystem of great people, great products, and great companies. They have built our branding identity on a reputation for excellence by working together with others while facilitating the development of our universe. Their mission statement reflects our strong commitments to their roles in the ecosystem.","81 AYER RAJAH CRESCENT, #01-41, Singapore 139967  147 Ton Dat Tien Tan Phong Ward, District 7, Ho Chi Minh City VN",https://www.siliconstraits.com/,contact@siliconstraits.com,+84 862718255, ,Pre-seed,—,—, 
2122,SILICON VALLEY SOFTWARE SOLUTIONS,UEN 53258337W,—,3 April 2014,Infotech,Pre-seed,—,, ,"CHERN SENG BUILDING 7 HINDOO ROAD, #02-06, Singapore 209108", , , , ,Pre-seed,—,—, 
2123,Siliconhub,UEN 201425291K,"IC Design, IP & Software Developer",28 August 2014,"Infotech, Manufacturing & Engineering",Pre-seed,—,Manufacturing & Engineering,"Founded by a group of passionate industry experts with decades of experience in signal processing, IC design, IP development, software development and silicon fabrication, Siliconhub Pte.Ltd. (‘Siliconhub’) is a semiconductor design house aiming at offering a full range of intelligent control solutions to the customers.Headquartered in Singapore with R&D and technical support hubs in both Singapore and Shanghai, Siliconhub has a strong team to serve customers from various industries: consumer electronics, smart home, automotive, security, LED lighting and etc.","SYMBIOSIS 3 FUSIONOPOLIS WAY, #06-20, Singapore 138633",http://www.siliconhub.com,info@siliconhub.com,+65 64633764, ,Pre-seed,—,—, 
2124,SILICONVISION,UEN 200910851Z,—,17 June 2009,—,Pre-seed,—,, ,"GREATLAND INDUSTRIAL BUILDING 449 TAGORE INDUSTRIAL AVENUE, #03-02, Singapore 787820", , , , ,Pre-seed,—,—, 
2125,Siloam Technologies,UEN 201732763G,Artificial Intelligence Learning Solutions Provider,15 November 2017,Infocomm Tech,Pre-seed,1 - 10 employees,Artificial intelligence;Data Analytics;Learning Platform,"Siloam Technologies is an Artificial Intelligence company the leverages on machine learning and deep learning technologies to transform learning experiences. The company utilises technology and data analytics to enable a personalised and efficient learning journey for users by combining fun and engagement into everyday practices. By employing technology and data analytics to enable a personalised, efficient, and fun learning experience to users, Siloam Technologies aims to transform the learning experience in schools and marketplaces. ","PENINSULA PLAZA 111 NORTH BRIDGE ROAD, #04-04-62, Singapore 179098",http://siloam.co/,bobby@siloam.co, , ,Pre-seed,—,—, 
2126,SILVER GEYSER PTE. LTD.,UEN 201300632C,ICT Solutions Provider,4 January 2013,Infotech,Pre-seed,1 - 10 employees,,Sliver Geyser is an ICT  Solution Provider developing applications and services for desktop and embedded devices,"BALESTIER HILL SHOPPING CENTRE 2 BALESTIER ROAD, #04-665, Singapore 320002",http://silvergeyser.com.sg/,info@silvergeyser.com.sg;cs@silvergeyser.com.sg,+65 66672274, ,Pre-seed,—,—, 
2127,SILVERLINE MOBILE PTE. LTD.,UEN 201303797R,Mobile Apps Provider,7 February 2013,Telecom,Pre-seed,11 - 50 employees,,"Silverline App helps Older Adults live well and be in tuned with matters that are close to the heart. With their app, seniors can share meaningful moments and also be reminded to take their medications. ","MAPLETREE BUSINESS CITY 20 PASIR PANJANG ROAD, #03-22, Singapore 117439",http://silverline.mobi/,hello@silverline.mobi;daryl.arnold@silverline.mobi, ,"Bill Barman,Co-founder;Jonathan McKenzie,Co-founder;Baskar Parthasarathy,Chief Technology Officer (CTO);David Ng,Chief Executive Officer (CEO)",Pre-seed,—,—, 
2128,SIMBA DIGITAL PTE. LTD.,UEN 201432702H,—,3 November 2014,Infotech,Pre-seed,1 - 10 employees,, ,"6 BATTERY ROAD, #30-00, Singapore 049909",http://www.simba-digital.com,service@simba-digital.com, ,"Max Andersson,Founder",Pre-seed,—,—, 
2129,SIMGO PTE. LTD.,UEN 201525437M,Cloud based virtual SIM platform provider,9 June 2015,Infotech,Pre-seed,11 - 50 employees,,"Simgo® provides a cloud-based virtual SIM (vSIM™) platform for cellular devices, developed from its patented and award-winning technology. By moving SIM management to the cloud, Simgo is opening doors to new and exciting opportunities for users, operators, service providers and device manufacturers. Founded in 2012, Simgo is headquartered in Israel with offices in the U.S.A. Singapore, and China. ","THE CENTRAL 12 EU TONG SEN STREET, #08-169, Singapore 059819",http://www.simgo-mobile.com/, , ,"Eyal Shmueli,Founder;Avi Ben Shlush,Chief Executive Officer (CEO)",Pre-seed,—,—, 
2130,Simit solutions,UEN 201309604M,IT infrastructure and business systems provider,10 April 2013,Infotech,Pre-seed,—,,"Sim IT Sdn. Bhd. is an IT company located in Johor, Selangor and Singapore, helping small and medium to large company established their IT infrastructure and business systems. Sim IT Sdn. Bhd. convert from Perusahaan Sim IT since year 2007. Our products and services included business management system implementation, system consultation and IT professional training.","GRANDLINK SQUARE 511 GUILLEMARD ROAD, #B1-03, Singapore 399849",http://www.simitgroup.com/simitgroup/,marketing@simitgroup.com,+60 197725330, ,Pre-seed,—,—, 
2131,Simon Marine Services,UEN 201204962E,"Simon operates using innovative, state-of-art equi",29 February 2012,Marine & Offshore,Pre-seed,—,Marine & Offshore,"Established in 2012, SIMON Marine Services is a well known Marine Service Provider amongst the prestigious ship yards in Singapore. The Company's Quality service, dedication & commitment has helped them to grow tremendously over the years. Simon operates using innovative, state-of-art equipment in order to offer the best cost/benefit ratio to its client companies. They specialize in ship repairing in the yards & anchorage.The Company's mission is to work in partnership with clients to maximize project efficiency in order to achieve their objectives in a timely and cost-effective manner. Quality of service is a hallmark of SIMON Marine’s operating philosophy. Operating with integrity, prioritizing clients’ interests, coupled with their stringiest quality and service standards, SIMON Marine have made the preferred vendor to most global companies in the marine and offshore industry.SIMON Marine will listen to customers’ requirements in order to provide them with more cost-effective solutions and their staff is fully-trained and totally proficient in product knowledge in line with the latest industry requirements. Competent people with Commitment to customers will ensure Quality.Quality of service is a hallmark of SIMON Marine’s operating philosophy. The Company views customers as their partners and their concerns and requirements are paramount. SIMON Marine strives to continuously provide better, more efficient service to all our clients. The Company's team is contactable round-the-clock, even on weekends and holidays. Accurate and reliable information is updated to their customers instantly on a personal basis.","PIONEER LOT 33D BENOI ROAD, #-, Singapore 627788",http://www.simonmarineservices.com.sg/,info@simonmarineservices.com.sg,+65 62658946, ,Pre-seed,—,—, 
2132,SimPharma,UEN 201412617E,Biopharma Company in Disease Research,2 May 2014,"Medtech, Biotech",Pre-seed,1 - 10 employees,Healthcare,"SimPharma is an early stage biopharma company based in Singapore. We are developing des-aspartate-angiotensin I (DAA-I), ​a potentially revolutionary treatment for inflammation-linked diseases.","PAYA LEBAR SQUARE 60 PAYA LEBAR ROAD, #12-55, Singapore 409051",http://www.simpharma.com.sg/, , ,"Adrian Lim,Founder",Pre-seed,—,—, 
2133,SIMPLE BUSINESS TOOLS,UEN 201027426D,—,29 December 2010,—,Pre-seed,—,, ,"THONG CHAI BUILDING 50 CHIN SWEE ROAD, #09-04, Singapore 169874", , , , ,Pre-seed,—,—, 
2134,SIMPLEXMEDIA LLP,UEN T14LL0833E,—,29 April 2014,—,Pre-seed,—,, ,"A'POSH BIZHUB 1 YISHUN INDUSTRIAL STREET 1, #07-02, Singapore 768160", , ,+65 90044317, ,Pre-seed,—,—, 
2135,SIMPLICITY COY LLP,UEN T15LL0190E,—,2 February 2015,Infotech,Pre-seed,1 - 10 employees,, ,"MIDVIEW CITY 22 SIN MING LANE, #06-76, Singapore 573969",https://www.simplicitycoy.com,sales@simplicitycoy.com,+65 96887370,"Aaron Neo,Co-founder;Wai Jeat Wong,Co-founder",Pre-seed,—,—, 
2136,simplr,UEN 201209520R,Customer Service Solution Provider,17 April 2012,"Infotech, Telecom, Supply Chain & Logistics",Pre-seed,11 - 50 employees,Enterprise Solutions,"Simplr Solutions Pte Ltd is an enterprise mobility solutions company based in Singapore but with a global marketplace.Their products, Simplr, lets clients focus on their business while they deliver best-in-class customer service which is completely flexible, low cost, and ready to go in hours. The premise behind Simplr is simple: rapidly expand the customer service capacities of e-commerce businesses with speed, empathy and precision. The Company have developed a simple formula that combines knowledgeable, on-demand customer service manpower with machine learning and customized client dashboards that give businesses the ability to invest in a customer service solution that’s high quality, affordable and scalable.","EPL BUILDING 1100 LOWER DELTA ROAD, #03-04B, Singapore 169206",http://www.simplr.net/,hi@simplr.net,+65 93801127,"Ramasubramanian Balasubramanian,Founder;Ram Ananth,Chief Executive Officer (CEO)",Pre-seed,—,—, 
2137,SimplyGiving.com,UEN 201007560G,Online Fundraising Platform,9 April 2010,Others,Series A,11 - 50 employees,,"SimplyGiving is Asia's is a online social giving website providing non-profits and their supporters with powerful fundraising, crowdfunding & donation tools. These web-based tools make it easy and safe to give online, on-the-go (mobile giving) or through social networks like Facebook.SimplyGiving currently operates in 20 countries, including Singapore, Hong Kong, and Malaysia, reaching more people than any other online giving network in Asia.","120 ROBINSON ROAD, #07-01, Singapore 068913",https://www.simplygiving.com/,hello@simplygiving.com, ,"Nikki Kinloch,Chief Executive Officer (CEO)",Series A,USD 2.3M,2,"10 Apr 2014,SGD 2.0M,Series A,SimplyGiving.com(1);19 Oct 2011,SGD 1.2M,Seed,SimplyGiving.com(1)"
2138,Sing Yue Technologies,UEN T08LL1542E,Green Technology Solutions Provider,8 December 2008,Others,Pre-seed,—,,"Sing Yue is One-Stop Green Energy solution company. They have been specialized to provide all the renewable energy equipment from solar panels, wind turbines, controllers, batteries, inverters, racks, breakers to complete system solutions. Their service including - project planning, system design, building, installation, site commissioning and post-sales service.","309C ANCHORVALE ROAD, #14-51, Singapore 543309",http://www.singyuetechnologies.com/,sales@singyuetechnologies.com,+65 64899220,"Miles Cheung,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
2139,SINGAPORE ALIAS ABURA ENGINEERING,UEN 53320817C,—,28 October 2015,—,Pre-seed,—,, ,"185 EDGEFIELD PLAINS, #07-296, Singapore 820185", , , , ,Pre-seed,—,—, 
2140,SINGAPORE ASTRONAUTICS PTE. LTD.,UEN 201506196N,—,8 March 2015,—,Pre-seed,1 - 10 employees,, ,"OPERA ESTATE 23 NORMA TERRACE, #-, Singapore 456564", , , , ,Pre-seed,—,—, 
2141,SINGAPORE BIOTRADE,UEN 201100556H,—,5 January 2011,—,Pre-seed,—,, ,"40 UBI CRESCENT, #01-04, Singapore 408567", , , , ,Pre-seed,—,—, 
2142,SINGAPORE BUSINESS ACCREDITATION PTE. LTD.,UEN 201434955G,Publishing and Media Consultancy Company,24 November 2014,Adtech,Pre-seed,1 - 10 employees,,Singapore Business Accreditation Pte Ltd (SBA) is a Publishing and Media Consultancy Company which recognizes and accredits Small Medium Enterprises (SME),"8 @ TRADEHUB 21 8 BOON LAY WAY, #06-12, Singapore 609964",http://www.sgba.sg,info@imda.gov.sg,+65 6562111212, ,Pre-seed,—,—, 
2143,SINGAPORE DATA GROUP PTE. LTD.,UEN 201435745C,office solutions provider,1 December 2014,Infotech,Pre-seed,1 - 10 employees,,Singapore data group have been building our distribution capabilities to offer office solutions that cover a wide range of value-added services. They aim to be able to cover all range of IT products so as to benefit their customers.,"59 UBI AVENUE 1, #06-03, Singapore 408938",http://www.singaporedatagroup.com,enquiry@singaporedatagroup.com,+65 68162439/6816 2788, ,Pre-seed,—,—, 
2144,Singapore E-Business Pte Ltd,UEN 201409838G,Business solutions for local and global businesses,4 April 2014,Infotech,Pre-seed,—,Infotech,Singapore E-­Business Pte. Ltd. provides exclusive and synergistic business solutions for both local and global business which will significantly improves entity’s productivity and profitability.Singapore E-Business Pte. Ltd. envisions the integration of both local and global business opportunities with SGeBIZ’s exclusive solutions. They set out to provide a synergistic platform for businesses to expand their network.Singapore E-Business Pte. Ltd. aims to provide and maintain the highest standards in quality solutions and customer support.,"79 AYER RAJAH CRESCENT, #02-12, Singapore 139955",https://www.sgebiz.com,info@sgebiz.com,+65 65898813,"Edmund Louis Nathan,Founder",Pre-seed,—,—, 
2145,SINGAPORE EASTERN ROBOTICS PTE. LTD.,UEN 201541693E,Information Technology and Services,27 November 2015,Infotech,Pre-seed,11 - 50 employees,,Singapore Eastern Robotics Pte. Ltd focuses on product R&D of service robots. The company is specialised on commercial applications and innovations in the field of service robots and artificial intelligence technologies.,"TEMPCO TECHNOMINIUM 16 AYER RAJAH CRESCENT, #03-03, Singapore 139965",http://www.erobot.sg/,info@erobot.sg,+65 63528588, ,Pre-seed,—,—, 
2146,Singapore Enrich Group,UEN 201207949E,—,30 March 2012,—,Pre-seed,—,, ,"WIN 5 15 YISHUN INDUSTRIAL STREET 1, #01-17, Singapore 768091",http://www.singaporeenrich.com/, , , ,Pre-seed,—,—, 
