No,Name,Adress,Phone,Fax,Email,Website,Executive Contact,Classifications,Company Profile
445,PRUDENTIAL PUBLIC ACCOUNTING CORPORATION,"17 , Philip Street Grand Building Grand Building #05-02 #05-02 Singapore Singapore 048695 048695",N/A,+65 6533 3227,office@prudenpractic.com,www.prudenpractice.com,MR R. RAHUL RAJ,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Payroll & HR Administration Services,HR Processes,Due Diligence,Bookkeeping,Corporate Secretariat Services,Financial/Wealth Planning,Filing Tax Returns,GST","Prudential Public Accounting Corporation (PPAC) incorporated in March 2004 is part of Prudential Professional Services Group.   Formerly, practicing under the partnership firm Rama & Co for the past 28 years, we have the expertise to provide timely audit, tax and other assurance services to local and international corporate entities from all industries."
446,PS PHUAN & CO,"261 , Lavender Street #02-01 #02-01 Singapore Singapore 338794 338794",+65 6396 3396,+65 6396 5396,carol@supreme.com.sg,N/A,CAROL WONG,"Statutory/ External Audit,Business Formation/Start-Up,Productivity & Innovation Credit (PIC),Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services,Payroll & HR Administration Services,Due Diligence",
447,Q K NG & CO,"101 , Upper Cross Street People's Park Centre People's Park Centre #04-52 #04-52 Singapore Singapore 058357 058357",N/A,N/A,fn333@singnet.com.sg,N/A,MR NG QUEK KONG,Statutory/ External Audit,
448,QCOM BIZSOLUTIONS PTE LTD,"67 , Ubi Road 1 Oxley BizHub Oxley BizHub #05-14 #05-14 Singapore Singapore 408730 408730",N/A,N/A,N/A,N/A,,,
449,QL SEET & COMPANY,"60 , Albert Street OG Albert Complex OG Albert Complex #08-01 #08-01 Singapore Singapore 189969 189969",+65 6338 9488,+65 6337 9463,qlseet@qlseet.com.sg,N/A,SEET QUEE LEONG,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Due Diligence,Bookkeeping,Business Formation/Start-Up,Filing Tax Returns,GST",
450,QNE CONSULTANTS PTE LTD,"178 , Paya Lebar Road Paya Lebar 178 Paya Lebar 178 #05-01/02/03 #05-01/02/03 Singapore Singapore 409030 409030",+65 6296 9919,+65 6296 9949,enquiry@qne.com.sg,www.qne.com.sg,LIM HORNG LING,"IE Singapore Schemes,IDA Schemes,Computer Consultants,Computer Systems",
451,R CHAN & ASSOCIATES PAC,"100 , Beach Rd Shaw Towers Shaw Towers #25-06 #25-06 Singapore Singapore 189702 189702",+65 6295 1126,+65 6296 9945,rogerchan@rchan-ksi.com,N/A,MR ROGER CHAN,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Receivership,Financial and Accounting Processes,Due Diligence,Bookkeeping,Business Formation/Start-Up,Filing Tax Returns,GST",
452,R NITHIANANTHAM & CO,"51 , Anson Road Anson Centre Anson Centre #07-51 #07-51 Singapore Singapore 079904 079904",+65 6226 5598,+65 6226 5589,r.nithi.co@gmail.com,N/A,MR NITHIANANTHAM R,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
453,R. ASHRAFF ALI & CO,"10 , Jalan Besar Sim Lim Tower Sim Lim Tower #15-03 #15-03 Singapore Singapore 208787 208787",+65 6293 6343,+65 6293 0838,N/A,N/A,ASHRAFF ALI,"Statutory/ External Audit,Business Formation/Start-Up,Computerised Accounting Systems,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
454,R. VENKATARAMANI & CO,"77 , High Street High Street Plaza High Street Plaza #03-10 #03-10 Singapore Singapore 179433 179433",+65 6333 4950,+65 6333 4131,adpree@singnet.com.sg,N/A,MS KUNASUNDERI MUTHUKKUMAR,Statutory/ External Audit,
455,RAFFLES COPORATE ADVISORY,"4 , Leng Kee Road SIS Building SIS Building #06-06 #06-06 Singapore Singapore 159088 159088",N/A,+65 6473 6820,veera@rafflescorporate.com,www.rafflescorporate.com,MR VEERAPPAN S/O SUBRAMANIAN,Statutory/ External Audit,
456,RAFFLES PAC,"4 , Leng Kee Road SIS Building SIS Building #06-06 #06-06 Singapore Singapore 159088 159088",N/A,+65 6473 6609,N/A,www.rafflescorporate.com,ELANGO SUBRAMANIAN,"Charity Audit,Certification,Budgeting,Corporate Recovery,Restructuring,Company Listing,Corporate Secretariat Services,IE Singapore Schemes,IDA Schemes,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST,Bookkeeping,Grant Applications,Business Formation/Start-Up,Business Plans,Buying and Selling Businesses,Cash Flow Forecasting,Financial Investigation,Litigation Assistance,Relocation Services,Financial and Accounting Processes,Due Diligence",
457,RAMA & CO,"17 , Phillip St Grand Bldg Grand Bldg #05-02 #05-02 Singapore Singapore 048695 048695",N/A,N/A,office@prudenpractice.com,N/A,MR R RAHUL RAJ,Statutory/ External Audit,
458,REANDA ADEPT PAC,"138 , Cecil Street Cecil Court Cecil Court #06-01 #06-01 Singapore Singapore 069538 069538",+65 6323 1613,+65 6323 1763,kcyin@reanda-adept.com.sg,www.reanda-adept.com.sg,MR. YIN KUM CHOY,"Internal Audit,Charity Audit,Budgeting,Business Formation/Start-Up,Business Plans,Financial Investigation,Litigation Assistance,Cross-border Investment Advisory,Investment Advice and/or Portfolio Management,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Recovery,Business Valuation,Buying and Selling Businesses,Payroll & HR Administration Services,Computer Consultants,Computerised Accounting Systems,Financial and Accounting Processes,HR Processes,Due Diligence,Merger and Acquisition",
459,RECOVERY ACCOUNTANTS PTE LTD,"164 , Bukit Merah Central #03-3655 #03-3655 Singapore Singapore 150164 150164",+65 6274 1294,+65 6892 8494,mail@recovery-accountants.com,www.recovery-accountants.com,MR LEE YIN CHEN,"Corporate Secretariat Services,Filing Tax Returns,GST",
460,REGENTS PUBLIC ACCOUNTING CORPORATION,"9 , Temasek Boulevard Suntec Tower 2 Suntec Tower 2 #09-01 #09-01 Singapore Singapore 038989 038989",+65 6435 5278,+65 3112 9111,info@regents.com.sg,www.regents.com.sg,MS CAMELLIA NG,"Statutory/ External Audit,Business Valuation,Payroll & HR Administration Services,Due Diligence,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns",
461,RELIANCE AUDIT LLP,"8 , Robinson Road ASO Building ASO Building #13-00 #13-00 Singapore Singapore 048544 048544",+65 6236 5712,+65 6226 7030,laisk@relianceaudit.com.sg,www.relianceaudit.com.sg,LAI SENG KWOON,"Statutory/ External Audit,Internal Audit,Bookkeeping,Loan Finance and Leasing Advice,Financing Arrangement and Rearrangement,Business Formation/Start-Up,Business Plans,Buying and Selling Businesses,Capital Raising,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Recruitment Services/Executive Search,Financial and Accounting Processes,HR Processes,Filing Tax Returns,GST,Corporate Governance,Budgeting,Corporate Recovery,Receivership,Company Listing,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Due Diligence",
462,RICHARD HO & CO,"35 , Selegie Road Parklane Shopping Mall Parklane Shopping Mall #10-05 #10-05 Singapore Singapore 188307 188307",+65 6333 5335,+65 6336 6466,N/A,rhcpa.com.sg,RICHARD HO,"Statutory/ External Audit,Others,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up,Productivity & Innovation Credit (PIC)",
463,RICHARD LIM & CO,"342D , King George's Ave Singapore Singapore 208575 208575",+65 6398 0413,+65 6297 1359,rlnco@singnet.com.sg,N/A,"MR LIM SOO CHIANG, RICHARD","Statutory/ External Audit,Business Formation/Start-Up,Corporate Secretariat Services,Bookkeeping,Business Valuation,Filing Tax Returns,Tax Planning",
464,ROBERT TAN & PARTNERS PAC,"61 , Club St Singapore Singapore 069436 069436",+65 6586 9339,+65 6227 7205,robert_tan@rtanppac.com,www.rtanppac.com,MR TAN BAN SENG ROBERT,"Internal Audit,Charity Audit,Bankruptcies and/or Liquidations,Filing Tax Returns,GST,Bookkeeping,Financial Investigation,Litigation Assistance",
465,ROBERT YAM & CO,"190 , Middle Road Fortune Centre Fortune Centre #16-01/02/03 #16-01/02/03 Singapore Singapore 188979 188979",+65 6338 1133,+65 6339 3409,ryam@robertyamco.com.sg,robertyamco.com.sg,ROBERT YAM FCA,"Internal Audit,Charity Audit,Budgeting,Business Formation/Start-Up,Business Plans,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,HR Processes,Due Diligence,Bookkeeping,Bankruptcies and/or Liquidations,Business Valuation,Cash Flow Forecasting,Productivity & Innovation Credit (PIC),SPRING Singapore Schemes,Computerised Accounting Systems,Filing Tax Returns,GST",
466,ROBIN CHIA PAC,"60 , Tessensohn Rd Civil Service Club Civil Service Club #02-1A #02-1A Singapore Singapore 217664 217664",+65 6324 3998,+65 6324 8326,robin@rccmgroup.com,rccmgroup.com,MR CHIA CHIEW MENG ROBIN,"Internal Audit,Charity Audit,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Recovery,Business Valuation,Buying and Selling Businesses,Cross-border Investment Advisory,Financial/Wealth Planning,Financial and Accounting Processes,HR Processes,Due Diligence,Merger and Acquisition,Board Recruitment,Corporate Governance,Financing Arrangement and Rearrangement,Grant Applications,Business Formation/Start-Up,Business Intelligence,Financial Investigation,Computer Systems,Computerised Accounting Systems,Filing Tax Returns,GST",
467,ROHAN.MAH & PARTNERS LLP,"78 , Shenton Way Shenton Way Shenton Way #26-02 #26-02 Singapore Singapore 079120 079120",+65 6223 4355,+65 6223 7355,info@rohanmah.com,www.rohanmah.com,ROHAN KAMIS,"Internal Audit,Charity Audit,Budgeting,Business Formation/Start-Up,Business Plans,Corporate Secretariat Services,IE Singapore Schemes,IDA Schemes,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Operational Risk Management,Filing Tax Returns,GST,Bookkeeping,Corporate Recovery,Receivership,Cash Flow Forecasting,Financial Restructuring,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Recruitment Services/Executive Search,Financial and Accounting Processes,HR Processes,Market Expansion Services,Profit Improvement Programmes,Due Diligence",
468,RSM,"8 , Wilkie Road Wilkie Edge Wilkie Edge #03-08 #03-08 Singapore Singapore 228095 228095",N/A,+65 6538 7600,info@rsmsingapore.sg,www.RSMSingapore.sg,MR CHIO KIAN HUAT,"Internal Audit,Advisory Services,Bankruptcies and/or Liquidations,Corporate Recovery,Business Valuation,Financial Restructuring,Financial and Accounting Processes,Filing Tax Returns,GST,Board Recruitment,Corporate Governance,ISO Standard Compliance,Health, Safety and Environment,Financial Investigation,Litigation Assistance,Enterprise Risk Management,Financial Risk Management,Transaction Advisory,Due Diligence",
469,RT LLP,"1 , Raffles Place Raffles Place Raffles Place #17-02 #17-02 Singapore Singapore 048616 048616",+65 6226 0080,+65 6226 3345,N/A,www.rt-ca.com,Ravi ARUMUGAM,"Internal Audit,Charity Audit,Bookkeeping,Financing Arrangement and Rearrangement,Business Formation/Start-Up,Buying and Selling Businesses,Capital Investment,Financial Investigation,Litigation Assistance,Cross-border Investment Advisory,Financial/Wealth Planning,Enterprise Risk Management,Financial Risk Management,Due Diligence,Corporate Governance,Budgeting,Corporate Recovery,Receivership,Company Listing,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,HR Processes,Filing Tax Returns,GST",
470,S B TAN AUDIT PAC,"Block 118 , Aljunied Avenue 2 #06-104 #06-104 Singapore Singapore 380118 380118",N/A,+65 6844 8627,admin@sbtan.com,www.sbtan.com,TAN SAW BIN,"Internal Audit,Charity Audit,Business Formation/Start-Up,Corporate Secretariat Services,Financial/Wealth Planning,Insurance and Pension,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST,Bookkeeping,Business Valuation,Productivity & Innovation Credit (PIC),Computerised Accounting Systems,Financial and Accounting Processes,Due Diligence",
471,S C MOHAN PAC,"8 , Burn Road Trivex Trivex #07-07 #07-07 Singapore Singapore 369977 369977",+65 6334 6502,+65 6334 6503,office@scmohan.com.sg,www.scmohan.com.sg/,Mr Chandra Mohan,"Internal Audit,Charity Audit,Budgeting,Business Formation/Start-Up,Corporate Secretariat Services,Financial and Accounting Processes,HR Processes,Bookkeeping,Grant Applications,Business Valuation,Cash Flow Forecasting,Payroll & HR Administration Services,Relocation Services,Filing Tax Returns,GST",
472,S C TEO & CO,"149 , Rochor Road Fu Lu Shou Complex Fu Lu Shou Complex #05-07 #05-07 Singapore Singapore 188425 188425",+65 6336 5202,+65 6336 5203,arota@singnet.com.sg,N/A,MISS PANG TE HUEY,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up",
473,S E CHIA & CO,"1 , Jalan Ulu Sembawang Sensoria, The Sensoria, The Singapore Singapore 758930 758930",N/A,N/A,siewengchia3@yahoo.com.sg,N/A,MS CHIA SIEW ENG,Statutory/ External Audit,
474,S H LUA & CO,"451 , Joo Chiat Rd Katong Junction Katong Junction #03-09 #03-09 Singapore Singapore 427664 427664",N/A,+65 6344 0396,shluacpa@singnet.com.sg,N/A,MS LUA SIAW HUA,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
475,S H ONG LLP,"545 , Orchard Road Far East Shopping Centre Far East Shopping Centre #11-07 #11-07 Singapore Singapore 238882 238882",N/A,+65 6734 3708,N/A,N/A,ROBERT ONG,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Business Valuation,Payroll & HR Administration Services,Bookkeeping,Business Formation/Start-Up,Productivity & Innovation Credit (PIC),Filing Tax Returns",
476,S H TAN & CO,"101 , Upper Cross St People's Park Centre People's Park Centre #06-11 #06-11 Singapore Singapore 58357 58357",+65 6338 5255,+65 6338 1855,tansoonhuck@yahoo.com,N/A,MR TAN SOON HUCK,"Statutory/ External Audit,Filing Tax Returns,GST,Business Formation/Start-Up",
477,S H TANG & ASSOCIATES LLP,"Blk 809 , French Road Kitchener Complex Kitchener Complex #07-160 #07-160 Singapore Singapore 200809 200809",+65 6296 6009,+65 6292 1515,contactus@shtangassociates.com,www.shtangassociates.com,MR S H TANG,"Internal Audit,Advisory Services,Business Formation/Start-Up,Business Coaching,Filing Tax Returns,GST,Budgeting,Set up Management Information Systems, Financial Management and Control Systems, etc,Others",
478,S J CHUNG & CO,"51 , Bt Batok Cres #07-26 #07-26 Singapore Singapore 658077 658077",+65 6334 2771,N/A,sjchung@singnet.com.sg,N/A,MR CHUNG SIANG JOON,Statutory/ External Audit,
479,S K CHEONG & CO,"9 , Temasek Boulevard Suntec Tower 2 Suntec Tower 2 #19-02 #19-02 Singapore Singapore 038989 038989",+65 6338 6966,N/A,enquiry@skc.com.sg,N/A,"MR CHEONG KAI LIANG, BENJAMIN",Statutory/ External Audit,
480,S L LIM & CO,"101 , Up Cross St #05-14 #05-14 Singapore Singapore 058357 058357",N/A,N/A,asyk77@hotmail.com,N/A,"MR SOH YIN KIAT, ANDREW",Statutory/ External Audit,
481,S LEE PUBLIC ACCOUNTING CORPORATION,"10 , Ubi Cresecent Ubi Techpark Ubi Techpark #03-88 #03-88 Singapore Singapore 408564 408564",+65 6292 8381,+65 6749 9331,sleepac@singnet.com.sg,N/A,MR LEE SENG,"Statutory/ External Audit,Business Formation/Start-Up,Bookkeeping,Filing Tax Returns,GST",
482,S M YEO & CO,"33 , Ubi Ave 3 Vertex Vertex #07-69 #07-69 Singapore Singapore 408868 408868",+65 6296 2877,+65 6297 0266,smyeo@msn.com,N/A,MISS YEO SU-MEI SABRINA,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
483,S P LIM & ASSOCIATES,"8 , Robinson Rd #13-00 #13-00 Singapore Singapore 048544 048544",+65 6236 5710,+65 6226 7030,suat@relianceaudit.com.sg,N/A,MS LIM SUAT PEK,Statutory/ External Audit,
484,S S ANG & CO,"3 , Shenton way Shenton House Shenton House #15-08 #15-08 Singapore Singapore 068805 068805",+65 6292 5415,+65 6221 7687,ssangcpa@singnet.com.sg,www.ssangandco.com,MS TOH POH SUAN,"Statutory/ External Audit,Charity Audit,Filing Tax Returns,GST",
485,S S LIM & CO,"50 , Chin Swee Rd #05-08 #05-08 Singapore Singapore 169874 169874",N/A,+65 6732 7792,sslimco@singnet.com.sg,N/A,MR LIM SENG SAN,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
486,S Y WONG & CO,"6001 , Beach Rd #16-09 #16-09 Singapore Singapore 199589 199589",+65 6297 1188,N/A,taytong@singnet.com.sg,N/A,MDM WONG SUI YEE,Statutory/ External Audit,
487,S. H. NG & CO.,"10 , Anson Rd International Plaza International Plaza #18-23 #18-23 Singapore Singapore 079903 079903",+65 6327 1191,+65 6224 7798,ngshco@singnet.com.sg,N/A,MISS NG SIEW HONG,Statutory/ External Audit,
488,S. P. LEONG & COMPANY,Ubi Road 1 #02-135 #02-135 Singapore Singapore 408720 408720,N/A,N/A,N/A,N/A,LEONG SOW PING,"Statutory/ External Audit,Corporate Secretariat Services,Bookkeeping,Filing Tax Returns,GST",
489,SA ASSOCIATES,Singapore Singapore,N/A,N/A,tanguatkheng@gmail.com,N/A,MS TAN GUAT KHENG,Statutory/ External Audit,
490,SAGE SOFTWARE ASIA PTE LTD,"12 , Marina View Asia Square Tower 2 Asia Square Tower 2 #25-02/03 #25-02/03 Singapore Singapore 018961 018961",N/A,N/A,N/A,N/A,,,
491,SAMUEL SEOW & CO,"151 , Chin Swee Rd Manhattan Hse Manhattan Hse #02-21 #02-21 Singapore Singapore 169876 169876",N/A,N/A,N/A,N/A,"MR SEOW ZHE CHEN, SAMUEL",Statutory/ External Audit,
492,SASHI KALA DEVI ASSOCIATES,"31 , Cantonment Rd Singapore Singapore 089747 089747",+65 6224 4991,+65 6227 7994,sashi@pacific.net.sg,N/A,MRS RENGANATHA SASHI KALA DEVI,"Statutory/ External Audit,Filing Tax Returns",
493,SBS Consulting Pte Ltd,"BLK 1 , NORTH BRIDGE ROAD HIGH STREET CENTRE HIGH STREET CENTRE 17-02 17-02 Singapore Singapore 179094 179094",65360036,N/A,info@sbsgroup.com.sg,www.sbsgroup.com.sg,,"Bookkeeping,Corporate Secretariat Services,Company_Incorporation,Business Formation/Start-Up,Payroll & HR Administration Services,Filing Tax Returns,Tax Planning,GST","SBS Consulting, since 2010, is offering timely services for company incorporation Singapore to its clients from the international and Singaporean business community. This well-known firm, in addition, also offers other corporate services that are in demand. We, at SBS Consulting, extend assistance to local and foreign entrepreneurs and corporate to realize their Singapore company registration so that they can start their business activities according to their business plan. The entrepreneurs and corporations, in turn, rely completely on SBS Consulting for full-fledged support in the registration of their companies including limited private company Singapore. SBS has now become a leading business information portal for all matters related to the Singapore company formation. It also offers various related services like company secretarial, bookkeeping, accounting services, auditing, taxation, payroll system, work visas, immigration and etc."
494,SC & CO.,"371 , Beach Road Keypoint Keypoint #02-29 #02-29 Singapore Singapore 199597 199597",N/A,+65 6299 1680,N/A,N/A,STANLEY CHOONG,"Statutory/ External Audit,Capital Raising,Filing Tax Returns,Bookkeeping,Corporate Secretariat Services",
495,SC CLOUD ACCOUNTANTS PTE LTD,"101 , Upper Cross Street People's Park Centre People's Park Centre #05-16 #05-16 Singapore Singapore 058357 058357",N/A,N/A,zachary@sc-mac.com,www.sc-mac.com,JOVI SEN JOON,"Computer Consultants,Computer Systems,Filing Tax Returns,GST",
496,SEAN LIM & PARTNERS,"8 , Ubi Road 2 Zervex Zervex #07-17 #07-17 Singapore Singapore 408538 408538",+65 6634 1151,N/A,sean@sl-partners.com,www.sl-partners.com,"MR LIM JIUNN SHYAN, SEAN",Statutory/ External Audit,
497,SGCN,"50 , Serangoon North Ave 4 First Centre First Centre #07-05 #07-05 Singapore Singapore 555856 555856",N/A,N/A,andychungsg@hotmail.com,N/A,MR CHUNG SEANG GHEE,Statutory/ External Audit,
498,SH KWEK & ASSOCIATES (TBA),"10 , Winstedt Road #01-13 #01-13 Singapore Singapore 227977 227977",N/A,N/A,siewhwee@integral.com.sg,N/A,MISS KWEK SIEW HWEE,Statutory/ External Audit,
499,SHAFIQ K & CO,"141 , Middle Road GSM Bldg GSM Bldg #06-07A #06-07A Singapore Singapore 188976 188976",+65 6336 1025,N/A,shafiq@shafiqkco.com,N/A,MR SHAFIQ K,"Statutory/ External Audit,Business Formation/Start-Up,Productivity & Innovation Credit (PIC),Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
500,SHANGYEW PUBLIC ACCOUNTING CORPORATION,"415B , Jalan Besar Singapore Singapore 209016 209016",+65 6296 6505,+65 6292 4165,sec@shangyewpac.com.sg,N/A,MR GUI KIM YOUNG,"Statutory/ External Audit,Charity Audit,Loan Finance and Leasing Advice,Business Valuation,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Set up Management Information Systems, Financial Management and Control Systems, etc",
501,SHIRLEY MOK & PARTNERS,"BLK 10 , ANSON ROAD INTERNATIONAL PLAZA INTERNATIONAL PLAZA #29-10 #29-10 Singapore Singapore 079903 079903",62241231,62235212,shirleymok@smpartners.com.sg,N/A,,"Statutory/ External Audit,Audit of Gross Turnover (GTO),Certification of Gross Sales,Corporate Secretarial & Management Services,MCST Audit,Special Purpose Audit,Grant Applications,Business Formation/Start-Up,Productivity & Innovation Credit (PIC),Financial and Accounting Processes,Filing Tax Returns,GST,Bookkeeping,Business Solution Provider,Corporate Secretariat Services,Payroll & HR Administration Services,Company_Incorporation","Shirley Mok & Partners is a professional accounting firm, offering a full suite of accounting services that includes audit and assurance, business outsourcing services, tax advisory and compliance, corporate secretarial services, and incorporation of companies."
502,SIANG BEE HUAT & CO,"6001 , Beach Road Golden Mile Tower Golden Mile Tower #19-10A #19-10A Singapore Singapore 199589 199589",+65 6241 8016,N/A,N/A,N/A,MS SIANG BEE HUAT,Statutory/ External Audit,
503,SIM TEO & ASSOCIATES,"60 , Paya Lebar Road Paya Lebar Square Paya Lebar Square #11-29 #11-29 Singapore Singapore 409051 409051",+65 6299 4292,+65 6299 1615,N/A,N/A,MR TIT WEI LEE,"Statutory/ External Audit,Budgeting,Business Formation/Start-Up,Payroll & HR Administration Services,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Financial and Accounting Processes",
504,SIM-LEE & ASSOCIATES,"12 , Woodleigh Close Blossoms@woodleigh Blossoms@woodleigh #11-09 #11-09 Singapore Singapore 357907 357907",N/A,N/A,leewy688@gmail.com,N/A,MS CAROL LEE,"Bookkeeping,Information Technology and E-Commerce",
505,SINGAPORE ASSURANCE PAC,"60 , Paya Lebar Road Paya Lebar Square Paya Lebar Square #09-39 #09-39 Singapore Singapore 409051 409051",+65 6224 7526,+65 6323 1815,enquiries@singassure.com.sg,www.singassure.com.sg,MR NICK LAI,Statutory/ External Audit,
506,SINGAPORE BUSINESS PTE LTD,"151 , Chin Swee Road Manhattan House Manhattan House #06-02 #06-02 Singapore Singapore 169876 169876",N/A,+65 6735 5004,N/A,www.singaporebusinessregister.com,JASMINE CHANG,"Bookkeeping,Corporate Secretariat Services,Computer Consultants,Information Security,Market Expansion Services,Business Formation/Start-Up,Business Coaching,Payroll & HR Administration Services,Financial and Accounting Processes,HR Processes",
507,SINGAPORE COMPANY INCORPORATION CONSULTANTS PTE LTD,"10 , Anson Road International Plaza International Plaza #27-15 #27-15 Singapore Singapore 079903 079903",N/A,N/A,info@companyregistrationinsingapore.com.sg,www.companyregistrationinsingapore.com.sg/,,"Corporate Secretariat Services,Filing Tax Returns,GST",
508,SINGAPORE CORPORATE SERVICES PTE LTD,"20 , Maxwell Road Maxwell House Maxwell House #07-08 #07-08 Singapore Singapore 069113 069113",+65 6221 7977,+65 6221 6768,johnngan@scs-cpa.com,www.scs-cpa.com,MR JOHN NGAN,"Statutory/ External Audit,Bookkeeping",
509,SINGAPORE MANAGEMENT UNIVERSITY,"81 , Victoria St Singapore Singapore 188065 188065",N/A,N/A,N/A,N/A,,,
510,SINGAPOREACCOUNTING.COM PTE. LTD.,"14 , Robinson Road Far East Finance Building Far East Finance Building #08-01A #08-01A Singapore Singapore 048545 048545",N/A,N/A,enquiry@singaporeaccounting.com,singaporeaccounting.com,,"Bookkeeping,Payroll & HR Administration Services",
511,SMARTOFFICE CONSULTANCY GROUP PTE. LTD.,"90 , Cecil Street RHB Bank Building RHB Bank Building #10-02 #10-02 Singapore Singapore 069531 069531",+65 6221 1008,+65 6233 9008,N/A,www.smartoffice.com.sg,MAISIE HENG,"Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Payroll & HR Administration Services,Filing Tax Returns,GST,Budgeting,Business Formation/Start-Up,Business Plans,Productivity & Innovation Credit (PIC),Financial and Accounting Processes,HR Processes",
512,SMARTSELECT PTE LTD,"10 , Anson Road International Plaza International Plaza #13-04 #13-04 Singapore Singapore 079903 079903",N/A,N/A,cs@smartselect.biz,www.smartselect.biz/,JASON,"Advisory Services,Bookkeeping",
513,SOO GEOK KEEN & CO,"13 , Angora Close Singapore Singapore 149958 149958",N/A,+65 6475 4710,soogeokkeen@gmail.com,N/A,MISS SOO GEOK KEEN,"Bookkeeping,International Tax Advisory,Filing Tax Returns",
514,SPRING & ASSOCIATES PAC,"336 , Smith Street #05-310 #05-310 Singapore Singapore 050336 050336",+65 6225 1123,+65 6223 8188,N/A,N/A,KUNG SEAH LIM,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Financial and Accounting Processes,Bookkeeping,Business Valuation,Productivity & Innovation Credit (PIC),Filing Tax Returns,GST",
515,SRI MURALI & CO,"101 , Cecil St Tong Eng Bldg Tong Eng Bldg #23-12 #23-12 Singapore Singapore 069533 069533",+65 6224 6151,+65 6223 8087,sri.murali@hotmail.com,N/A,MR SRI MURALI S/O S RENGANATHAN,Statutory/ External Audit,
516,SSA CONSULTING GROUP PTE LTD,"11 , Eunos Road 8 Lifelong Learning Institute Lifelong Learning Institute #06-01 (LOBBY A) #06-01 (LOBBY A) Singapore Singapore 408601 408601",N/A,+65 6842 2202,N/A,www.ssagroup.com,"SUHAIMI SALLEH, FCA (Singapore), FCMC","Internal Audit,Governance Audit,Bookkeeping,Grant Applications,Business Formation/Start-Up,Business Coaching,IE Singapore Schemes,IDA Schemes,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Profit Improvement Programmes,Corporate Governance,Budgeting,Restructuring,Business Valuation,Pricing Analysis and Valuation,Payroll & HR Administration Services,Others,Financial and Accounting Processes,HR Processes",
517,STEPHEN KOH & CO,"101 , Cecil St Tong Eng Bldg Tong Eng Bldg #23-05 #23-05 Singapore Singapore 069531 069531",+65 6223 5688,+65 6223 5681,skcpa@singnet.com.sg,N/A,"MR KOH LAY KIAN, STEPHEN","Statutory/ External Audit,Business Formation/Start-Up,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Valuation,Financial and Accounting Processes",
518,STEPHEN LIU & ASSOCIATES,"90 , Cecil Street RHB Bank Building RHB Bank Building #10-02 #10-02 Singapore Singapore 069531 069531",+65 6221 1008,+65 6233 9008,N/A,www.smartoffice.com.sg,STEPHEN LIU,"Statutory/ External Audit,Budgeting,Business Formation/Start-Up,Business Plans,Productivity & Innovation Credit (PIC),Financial and Accounting Processes,HR Processes,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Payroll & HR Administration Services,Filing Tax Returns,GST",
